date_scrape,search_word,channel_subs,views,num_comments,num_likes,unique_channels
2021-04-01,tron crypto,70566.66666666667,39828.7,1099.75,1617.0,10
2021-04-01,eos crypto,83830.0,37184.9,390.7,2112.0,10
2021-04-01,algorand,118245.0,22084.5,306.2,963.6,10
2021-04-01,litecoin,170978.66666666666,61839.666666666664,875.6666666666666,2895.0,9
2021-04-01,cosmos crypto,136313.33333333334,47831.77777777778,437.7,2371.9,10
2021-04-01,filecoin,170266.66666666666,25986.0,442.5,1816.2222222222222,10
2021-04-01,dai crypto,6689.888888888889,788.3,16.125,49.4,10
2021-04-01,ethereum,940333.3333333334,287083.44444444444,2410.5555555555557,13722.222222222223,9
2021-04-01,stellar crypto,59773.333333333336,24088.6,372.8,1256.2,10
2021-04-02,litecoin,193367.55555555556,81928.22222222222,1011.7777777777778,3806.1111111111113,9
2021-04-02,eos crypto,79266.66666666667,31140.0,423.22222222222223,2110.7,10
2021-04-02,filecoin,192900.0,30454.0,437.7,2255.5555555555557,10
2021-04-02,stellar crypto,62370.0,24222.9,379.8,1235.1,10
2021-04-02,cosmos crypto,63743.0,26279.1,237.66666666666666,1339.2,10
2021-04-02,monero,121178.0,24338.2,336.8,1393.0,10
2021-04-02,tezos,20892.6,4614.6,49.666666666666664,162.2,10
2021-04-02,tron crypto,96092.22222222222,37190.4,1125.6666666666667,1590.0,10
2021-04-02,dogecoin,481006.0,114803.7,919.1111111111111,4540.0,10
2021-04-02,chainlink,277200.0,80629.9,1029.7,4590.0,10
2021-04-02,dai crypto,6702.444444444444,800.4,14.2,50.4,10
2021-04-02,ethereum,942333.3333333334,288639.6666666667,2428.8888888888887,13833.333333333334,9
2021-04-02,cardano,647900.0,272730.1,1657.3,14640.0,10
2021-04-02,dot crypto,442666.6666666667,94333.44444444444,602.1,4570.0,10
2021-04-02,ripple,374700.0,153453.9,984.4,4320.0,10
2021-04-02,bitcoin,5583375.0,993139.5,8111.111111111111,54311.11111111111,9
2021-04-02,algorand,119868.0,22398.2,296.8,957.1,10
2021-04-03,bitcoin,3582212.5,719494.5,5746.555555555556,23788.88888888889,9
2021-04-03,tezos,21047.7,4672.4,47.6,164.1,10
2021-04-03,dot crypto,475800.0,96972.5,593.0,4630.0,10
2021-04-03,litecoin,161534.55555555556,64208.555555555555,823.6666666666666,2828.3333333333335,9
2021-04-03,filecoin,193850.0,31844.222222222223,482.25,2311.3333333333335,10
2021-04-03,cosmos crypto,121604.0,40345.4,295.3,2070.3,10
2021-04-03,ripple,354470.0,136247.9,985.6,4270.0,10
2021-04-03,algorand,121010.0,22690.0,298.2,962.7,10
2021-04-03,stellar crypto,74333.75,28260.8,408.8888888888889,1371.5,10
