date_scrape,user_name,retweet_count,favorite_count,account_followers,unique_users
2021-04-07,chainlink,206.1,855.9,219589.0,10
2021-04-07,block_one_,50.7,177.8,208950.0,10
2021-04-07,Algorand,68.4,288.2,78497.0,10
2021-04-07,ethereum,56.5,240.0,879337.0,2
2021-04-07,MakerDAO,4.4,20.5,128640.0,10
2021-04-07,tezos,26.25,119.75,99970.0,4
2021-04-07,monero,37.0,191.6,382838.0,10
2021-04-07,Filecoin,20.2,102.4,71424.0,10
2021-04-07,cosmos,35.3,148.4,97581.0,10
2021-04-07,Ripple,503.2,1996.8,1346822.0,10
2021-04-07,Tronfoundation,278.6666666666667,875.1111111111111,708766.8888888889,9
2021-04-07,Polkadot,100.4,555.9,276109.0,10
2021-04-07,LTCFoundation,249.44444444444446,1204.888888888889,158991.0,9
2021-04-07,StellarOrg,69.2,286.4,475813.0,10
2021-04-08,Ripple,538.4,2175.7,1351740.0,10
2021-04-08,Tronfoundation,305.9,962.7,713851.0,10
2021-04-08,MakerDAO,4.4,20.2,129092.0,10
2021-04-08,LTCFoundation,245.55555555555554,1181.888888888889,159420.0,9
2021-04-08,dogecoin,960.3333333333334,7589.166666666667,702978.0,6
2021-04-08,chainlink,181.3,732.5,221114.0,10
2021-04-08,Algorand,64.0,254.5,78941.0,10
2021-04-08,tezos,43.6,168.4,100267.0,5
2021-04-08,Filecoin,18.9,78.6,72011.0,10
2021-04-08,Bitcoin,368.625,2285.5,1901191.0,8
2021-04-08,ethereum,57.0,240.0,882867.0,2
2021-04-08,StellarOrg,63.4,268.0,477616.0,10
2021-04-08,monero,41.0,187.4,383406.0,10
2021-04-08,Polkadot,101.0,558.6,278870.8,10
2021-04-08,cosmos,34.57142857142857,146.42857142857142,98233.0,7
2021-04-08,Cardano,131.85714285714286,834.5714285714286,374339.0,7
2021-04-08,block_one_,52.0,181.9,209232.0,10
2021-04-09,Ripple,504.7,2077.3,1356356.0,10
2021-04-09,ethereum,56.5,240.0,886251.0,2
2021-04-09,monero,43.3,194.9,383917.0,10
2021-04-09,chainlink,182.3,743.6,222569.0,10
2021-04-09,Bitcoin,375.0,2325.5,1909184.0,8
2021-04-09,Polkadot,83.5,495.4,281260.3,10
2021-04-09,Tronfoundation,362.6666666666667,930.1111111111111,719294.3333333334,9
2021-04-09,MakerDAO,5.9,23.2,129499.0,10
2021-04-09,LTCFoundation,228.8,1103.9,159837.0,10
2021-04-09,cosmos,36.375,146.5,98865.0,8
2021-04-09,Filecoin,24.9,102.5,72624.0,10
2021-04-09,block_one_,48.0,168.3,209558.0,10
2021-04-09,StellarOrg,66.0,274.5,479312.0,10
2021-04-09,tezos,52.285714285714285,180.71428571428572,100666.0,7
2021-04-09,dogecoin,960.1666666666666,7595.333333333333,704923.0,6
2021-04-09,Algorand,46.9,200.8,79399.0,10
2021-04-09,Cardano,124.125,783.0,377278.0,8
2021-04-10,cosmos,37.25,149.75,99409.0,8
2021-04-10,ethereum,55.5,238.5,890023.0,2
